пригорок_NOUN,hillock
дорогостоящий_ADJ,expensive
браун_NOUN,brown
солидарность_NOUN,solidarity
послушание_NOUN,obedience
независимость_NOUN,independence
питер_NOUN,Peter
масштаб_NOUN,scale
затруднять_VERB,obstruct
нечеловеческий_ADJ,inhuman
наблюдательный_ADJ,observant
кузина_NOUN,cousin
неожиданный_ADJ,unexpected
панталоны_NOUN,trousers
солома_NOUN,straw
торопливо_ADV,hastily
простой_ADJ,simple
отвыкать_VERB,wean
ком_NOUN,lump
ответчик_NOUN,defendant
беспомощно_ADV,helplessly
электромагнитный_ADJ,electromagnetic
антихрист_NOUN,Antichrist
ять_NOUN,yat
раскрашивать_VERB,paint
инициатива_NOUN,initiative
строй_NOUN,line
напарник_NOUN,partner
свыше_ADP,over
национальный_ADJ,National
лужков_NOUN,Luzhkov
оружие_NOUN,weapon
ситцевый_ADJ,calico
динамический_ADJ,dynamic
выгодно_ADV,profitable
однообразный_ADJ,monotonous
предел_NOUN,limit
хирургический_ADJ,surgical
авиакомпания_NOUN,airline
заведовать_VERB,supervise
разгуливать_VERB,walk
неприлично_ADV,indecent
беспрестанный_ADJ,incessant
опустеть_VERB,empty
засвидетельствовать_VERB,attest
бухта_NOUN,bay
радиоактивный_ADJ,radioactive
металлургический_ADJ,metallurgical
морщина_NOUN,wrinkle
баклан_NOUN,cormorant
свадьба_NOUN,wedding
спасательный_ADJ,rescue
улочка_NOUN,street
наклон_NOUN,incline
воздух_NOUN,air
уважение_NOUN,respect
ожесточение_NOUN,bitterness
спасательный_ADJ,rescue
посвящать_VERB,dedicate
поводить_VERB,lead
наговаривать_VERB,slander
дар_NOUN,gift
немедленный_ADJ,instant
дворня_NOUN,mongrel
кольцо_NOUN,ring
подозреваемый_NOUN,suspect
мужичок_NOUN,peasant
жилой_ADJ,residential
разъехаться_VERB,disperse
рождение_NOUN,birth
удовлетворительный_ADJ,satisfactory
фашизм_NOUN,fascism
жеребец_NOUN,stallion
вино_NOUN,wine
постепенный_ADJ,gradual
проявлять_VERB,exhibit
немощь_NOUN,infirmity
имперский_ADJ,imperial
обувать_VERB,shoe
предопределять_VERB,predetermine
килограмм_NOUN,kilogram
обои_NOUN,wallpaper
ошибка_NOUN,error
отвергать_VERB,reject
помойка_NOUN,dump
патриарх_NOUN,patriarch
бесформенный_ADJ,formless
опустошать_VERB,devastate
идеология_NOUN,ideology
эсер_NOUN,SR
вкусный_ADJ,tasty
гимн_NOUN,hymn
нагой_ADJ,naked
ядерный_ADJ,nuclear
отговаривать_VERB,dissuade
суета_NOUN,bustle
стыдно_ADV,ashamed
тепло_ADV,warmly
пепел_NOUN,ash
каменка_NOUN,heater
округа_NOUN,constituencies
сложно_ADV,hard
кислый_ADJ,sour
вождь_NOUN,leader
ограниченность_NOUN,limitation
почудиться_VERB,fancy
склонный_ADJ,prone
выпуклый_ADJ,convex
взволнованно_ADV,excitedly
буржуй_NOUN,bourgeois
чертовый_ADJ,bloody
вальс_NOUN,waltz
студент_NOUN,student
поставка_NOUN,supply
экономить_VERB,save
объективный_ADJ,objective
глубинный_ADJ,deep
клиника_NOUN,clinic
установление_NOUN,establishment
словесность_NOUN,literature
почтение_NOUN,reverence
шкурка_NOUN,skin
украинец_NOUN,Ukrainian
коллектив_NOUN,collective
труппа_NOUN,troupe
манеж_NOUN,playpen
нововведение_NOUN,innovation
ощущаться_VERB,feel
воочию_ADV,firsthand
вымолвить_VERB,utter
осмысление_NOUN,comprehending
комбинация_NOUN,combination
прикосновение_NOUN,touch
форд_NOUN,ford
путешествовать_VERB,travel
риза_NOUN,robe
черниговский_ADJ,Chernihiv
проделывать_VERB,do
неважный_ADJ,unimportant
всемирный_ADJ,world
стрелок_NOUN,shooter
воображать_VERB,imagine
материя_NOUN,matter
исцеление_NOUN,healing
птенец_NOUN,chick
чинно_ADV,decorously
тускло_ADV,dimly
защитник_NOUN,defender
повисать_VERB,hang
сутки_NOUN,day
страховой_ADJ,insurance
растягиваться_VERB,stretch
крейсер_NOUN,cruiser
код_NOUN,code
пульс_NOUN,pulse
высказывание_NOUN,utterance
грипп_NOUN,flu
остригать_VERB,shear
перепрыгивать_VERB,jump
огорчать_VERB,grieve
азарт_NOUN,excitement
евро_NOUN,Euro
полностью_ADV,fully
продвигаться_VERB,advance
разгуливать_VERB,walk
букет_NOUN,bouquet
контора_NOUN,office
плотский_ADJ,carnal
интересовать_VERB,interest
соболь_NOUN,sable
обвинение_NOUN,accusation
метла_NOUN,broom
пахучий_ADJ,odorous
желающий_NOUN,willing
спешить_VERB,hurry
управа_NOUN,government
окошко_NOUN,window
паек_NOUN,ration
доверяться_VERB,trust
уплачивать_VERB,pay
одиночество_NOUN,loneliness
голубой_ADJ,blue
отвергать_VERB,reject
пересаживаться_VERB,transplant
безопасный_ADJ,safe
слегка_ADV,slightly
поникать_VERB,droop
всесторонний_ADJ,comprehensive
девять_NUM,nine
отличительный_ADJ,distinctive
шахматы_NOUN,chess
хмельной_ADJ,intoxicated
отсек_NOUN,compartment
юра_NOUN,Yura
непосильный_ADJ,overwhelming
дизайнер_NOUN,designer
стенной_ADJ,wall
ансамбль_NOUN,ensemble
учение_NOUN,teaching
принадлежать_VERB,belong
философ_NOUN,philosopher
таблетка_NOUN,tablet
обморок_NOUN,fainting
приближенный_ADJ,approximate
кавказский_ADJ,Caucasian
выплата_NOUN,pay
затапливать_VERB,flood
упражняться_VERB,exercise
подозрение_NOUN,suspicion
сновать_VERB,scurry
сушеный_ADJ,dried
взмахивать_VERB,wave
догадка_NOUN,guess
плачевный_ADJ,deplorable
василек_NOUN,cornflower
молиться_VERB,pray
цепкий_ADJ,tenacious
устинов_NOUN,Ustinov
максимум_NOUN,maximum
зародыш_NOUN,embryo
отделяться_VERB,secede
укусить_VERB,bite
вывод_NOUN,output
перепись_NOUN,census
здоровый_ADJ,healthy
видимо_ADV,apparently
регистрация_NOUN,registration
мол_PART,pier
обзывать_VERB,call
идеализм_NOUN,idealism
гипноз_NOUN,hypnosis
углерод_NOUN,carbon
солдат_NOUN,soldier
глина_NOUN,clay
наделять_VERB,bestow
традиционно_ADV,traditionally
ломиться_VERB,burst
сотрудничать_VERB,cooperate
атлас_NOUN,atlas
мышка_NOUN,mouse
прислуга_NOUN,servant
родственный_ADJ,related
послание_NOUN,message
воробьев_NOUN,sparrows
часовой_ADJ,hourly
запущенный_ADJ,neglected
ученый_ADJ,scientist
умный_ADJ,clever
красный_ADJ,Red
судорожный_ADJ,convulsive
затрагивать_VERB,affect
сочетать_VERB,combine
еси_NOUN,you
грозить_VERB,threaten
испорченный_ADJ,spoiled
коммунистический_ADJ,communist
юра_NOUN,Yura
долгота_NOUN,longitude
занимательный_ADJ,entertaining
обследовать_VERB,examine
ворон_NOUN,Crow
психолог_NOUN,psychologist
кровопролитие_NOUN,bloodshed
пузырек_NOUN,bubble
черно_ADV,black
недоверие_NOUN,mistrust
горючее_NOUN,fuel
родственница_NOUN,relative
тяга_NOUN,thrust
витать_VERB,hover
сладко_ADV,sweetly
отличать_VERB,differ
щедрый_ADJ,generous
настояние_NOUN,insistence
пояс_NOUN,belt
рейс_NOUN,flight
кузница_NOUN,smithy
передразнивать_VERB,mimic
мусульманин_NOUN,Muslim
опись_NOUN,inventory
покровительство_NOUN,patronage
банковский_ADJ,bank
бизнесмен_NOUN,businessman
хитрость_NOUN,cunning
запретный_ADJ,forbidden
учиться_VERB,study
мафия_NOUN,mafia
воздавать_VERB,repay
острог_NOUN,prison
парализовать_VERB,paralyze
растительный_ADJ,vegetable
бумажник_NOUN,wallet
скрещивать_VERB,cross
евангелие_NOUN,gospel
возможно_ADV,Maybe
возмущаться_VERB,resent
разновидность_NOUN,variety
переплетать_VERB,weave
взволнованно_ADV,excitedly
роща_NOUN,grove
классика_NOUN,classic
прах_NOUN,dust
высоко_ADV,high
фут_NOUN,foot
сосна_NOUN,Pine
бездна_NOUN,abyss
военный_NOUN,military
стр_NOUN,pp
насчитывать_VERB,count
выраженный_ADJ,expressed
внушать_VERB,inspire
импорт_NOUN,import
внутренний_ADJ,interior
отеческий_ADJ,fatherly
сокращаться_VERB,shrink
философ_NOUN,philosopher
слепой_ADJ,blind
состав_NOUN,composition
высовываться_VERB,protrude
жарко_ADV,hot
удлиненный_ADJ,elongated
дельфин_NOUN,Dolphin
репетиция_NOUN,rehearsal
нажим_NOUN,pressure
владеть_VERB,own
подать_NOUN,submit
серега_NOUN,earring
назваться_VERB,name
отвесный_ADJ,sheer
венчание_NOUN,wedding
парализовать_VERB,paralyze
нечаянно_ADV,unintentionally
сковорода_NOUN,pan
обещание_NOUN,Promise
отрицание_NOUN,negation
предусмотрительный_ADJ,prudent
ласковый_ADJ,affectionate
охапка_NOUN,armful
безвредный_ADJ,harmless
погибать_VERB,perish
милостиво_ADV,graciously
ближний_ADJ,near
сие_PRON,this
дирекция_NOUN,directorate
анкета_NOUN,questionnaire
качнуть_VERB,swing
разъехаться_VERB,disperse
заряд_NOUN,charge
наполовину_ADV,half
экономия_NOUN,saving
служилый_ADJ,serviceman
настраивать_VERB,tune
лисий_ADJ,fox
очертание_NOUN,outline
многие_PRON,many
гордость_NOUN,pride
сменить_VERB,change
спать_VERB,sleep
глубь_NOUN,deep
объективный_ADJ,objective
щедрый_ADJ,generous
суббота_NOUN,Saturday
этика_NOUN,ethics
ориентироваться_VERB,navigate
вычислительный_ADJ,computational
виртуальный_ADJ,virtual
размеренный_ADJ,measured
квас_NOUN,kvass
ресница_NOUN,eyelash
мученик_NOUN,martyr
рыскать_VERB,prowl
сумерки_NOUN,dust
каторжный_ADJ,convict
плита_NOUN,plate
уменьшение_NOUN,decrease
оплата_NOUN,payment
мишка_NOUN,bear
гладить_VERB,iron
небритый_ADJ,unshaven
наскакивать_VERB,bounce
отказ_NOUN,refusal
спаться_VERB,sleep
флакон_NOUN,bottle
верховный_ADJ,supreme
напасть_NOUN,attack
оный_DET,this
сравнительно_ADV,relatively
критика_NOUN,criticism
скрипнуть_VERB,creak
помимо_ADP,besides
упираться_VERB,abut
острота_NOUN,acuity
офис_NOUN,office
умолять_VERB,beg
расстегнуть_VERB,unfasten
блистать_VERB,shine
житейский_ADJ,everyday
железнодорожный_ADJ,railway
телевизор_NOUN,television
прикрикивать_VERB,shout
догадка_NOUN,guess
поворот_NOUN,turn
разумный_ADJ,reasonable
следование_NOUN,following
невредимый_ADJ,unscathed
употребление_NOUN,use
бутерброд_NOUN,sandwich
проза_NOUN,prose
камыш_NOUN,reeds
земледелец_NOUN,farmer
внешность_NOUN,appearance
подушка_NOUN,pillow
сохнуть_VERB,dry
могучий_ADJ,mighty
паша_NOUN,pasha
рыцарский_ADJ,chivalrous
передышка_NOUN,respite
зиновьев_NOUN,Zinoviev
извинять_VERB,excuse
дежурный_ADJ,duty
трибунал_NOUN,tribunal
волошин_NOUN,Voloshin
единичный_ADJ,unit
отход_NOUN,retreat
